,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13638,Singularity,PS3,2010,Shooter,Unknown,0.17,0.04,0.01,0.03,0.25
13639,Putty Squad,PS3,2013,Platform,System 3,0.0,0.01,0.0,0.0,0.01
13640,Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft,0.25,0.04,0.0,0.02,0.31
13641,Bugs Bunny & Taz: Time Busters,PS,2000,Adventure,Infogrames,0.11,0.08,0.0,0.01,0.2
13642,SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43
13643,Emergency! Disaster Rescue Squad,DS,2009,Simulation,Destineer,0.03,0.0,0.0,0.0,0.03
13644,Starship Troopers,PC,2005,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02
13645,The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,0.57,0.39,0.0,0.07,1.03
13646,Know How 2,DS,2010,Puzzle,7G//AMES,0.0,0.01,0.0,0.0,0.01
13647,Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0.0,0.01,0.07
13648,Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0.0,0.0,0.01,0.14
13649,MRC: Multi-Racing Championship,N64,1997,Racing,Ocean,0.2,0.05,0.0,0.0,0.25
13650,The Biggest Loser,Wii,2009,Sports,THQ,0.87,0.12,0.0,0.09,1.08
13651,Dead or Alive 5,XOne,2015,Fighting,Tecmo Koei,0.04,0.03,0.01,0.01,0.09
13652,Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
13653,LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89
13654,Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,0.0,0.02,0.0,0.0,0.02
13655,Timmy Time,DS,2011,Action,Avanquest,0.0,0.03,0.0,0.0,0.03
13656,NASCAR Thunder 2003,PS2,2002,Racing,Unknown,0.6,0.46,0.0,0.16,1.22
13657,Guilty Gear XX Slash,PS2,2006,Fighting,Sammy Corporation,0.0,0.0,0.08,0.0,0.08
13658,NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
13659,Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04
13660,Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.4
13661,pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23
13662,Paranormal Pursuit: The Gifted One,PC,2015,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.01
13663,Color Cross,DS,2008,Misc,Rising Star Games,0.04,0.0,0.0,0.0,0.04
13664,Major League Baseball 2K9,PS3,2009,Sports,Spike,0.16,0.0,0.0,0.01,0.17
13665,TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.13,0.0,0.05,0.25
13666,Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.04
13667,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
13668,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0.0,0.06,0.0,0.0,0.06
13669,The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.04,0.45
13670,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
13671,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46
13672,The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08
13673,Philosoma,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05
13674,Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24
13675,Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
13676,War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02
13677,SolarStriker,GB,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.19
13678,Metal Gear Solid HD Edition,X360,2011,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
13679,Ailu de Puzzle,PSP,2012,Action,Capcom,0.0,0.0,0.04,0.0,0.04
13680,NHL 17,XOne,2016,Sports,Electronic Arts,0.13,0.01,0.0,0.02,0.16
13681,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32
13682,Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.0,0.03
13683,MLB Inside Pitch 2003,XB,2003,Sports,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12
13684,NCAA Football 10,PSP,2009,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21
13685,Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5
13686,Blue Stinger,DC,1999,Adventure,Activision,0.0,0.0,0.1,0.0,0.1
13687,Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.41,0.0,0.25,1.09
13688,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
13689,Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,0.07,0.19,0.0,0.1,0.36
13690,Hyrule Warriors,WiiU,2014,Action,Nintendo,0.61,0.42,0.13,0.1,1.26
13691,X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0.0,0.0,0.19
13692,World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.08,0.07,0.0,0.02,0.17
13693,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06
13694,Musashi: Samurai Legend,PS2,2005,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15
13695,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14
13696,Sonic Advance 3,GBA,2004,Platform,THQ,0.74,0.52,0.08,0.06,1.4
13697,Uchi no 3 Shimai DS,DS,2008,Misc,Culture Brain,0.0,0.0,0.02,0.0,0.02
13698,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58
13699,Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft,0.0,0.0,0.03,0.0,0.03
13700,Samurai Warriors 4-II,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
13701,King of Clubs: Mini Golf,Wii,2008,Sports,Oxygen Interactive,0.09,0.0,0.0,0.01,0.1
13702,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
13703,Pro Fishing Challenge,XB,2004,Sports,Atlus,0.02,0.0,0.0,0.0,0.02
13704,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996,Sports,Imagineer,0.0,0.0,0.19,0.0,0.19
13705,Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43
13706,Hyakka Yakou,PSV,2015,Action,Unknown,0.0,0.0,0.01,0.0,0.01
13707,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito,0.0,0.0,0.11,0.0,0.11
13708,Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02
13709,Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.17,0.21,0.0,0.07,0.45
13710,Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
13711,Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08
13712,NFL Xtreme,PS,1998,Sports,Sony Computer Entertainment,0.38,0.26,0.0,0.05,0.69
13713,Secret Files 2: Puritas Cordis,DS,2009,Adventure,Deep Silver,0.0,0.01,0.0,0.0,0.01
13714,Royal Palace of White Sword and The City of Gentiles,PS2,2005,Role-Playing,Take-Two Interactive,0.0,0.51,0.0,0.62,1.13
13715,Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78
13716,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,0.97,0.55,0.33,2.19
13717,Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.52,0.0,0.52
13718,Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0.0,0.0,0.12,0.0,0.12
13719,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.16,0.06,0.83,0.0,2.05
13720,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.22
13721,Rayman DS,DS,2005,Platform,Ubisoft,0.21,0.04,0.0,0.02,0.27
13722,World of Zoo,PC,2009,Simulation,THQ,0.0,0.02,0.0,0.01,0.03
13723,Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,0.31,0.21,0.0,0.04,0.56
13724,Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0
13725,Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.61
13726,Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
13727,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05
13728,NHL 09,PS3,2008,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.34
13729,Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04
13730,Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,0.07,0.0,0.0,0.0,0.07
13731,Syberia,PC,2002,Action,Microids,0.0,0.02,0.0,0.0,0.02
13732,Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0.0,0.02,0.24
13733,Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2
13734,Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04
13735,Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0.0,0.0,0.1
13736,WipeOut 3 The Game,X360,2012,Action,Activision,0.2,0.0,0.0,0.01,0.21
13737,Batman: The Brave and the Bold the Videogame,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.22,0.06,0.0,0.02,0.3
13738,Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,0.16,0.01,0.0,0.01,0.18
13739,Stuntman,GBA,2003,Racing,Atari,0.03,0.01,0.0,0.0,0.04
13740,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007,Racing,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
13741,Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02
13742,Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03
13743,Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
13744,Kami Naru Kimi to,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
13745,Luxor: Pharaoh's Challenge,Wii,2006,Puzzle,Funsta,0.01,0.03,0.0,0.0,0.04
13746,Killer7,PS2,2005,Action,Capcom,0.04,0.03,0.0,0.01,0.08
13747,Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13748,Dexter's Laboratory Deesaster Strikes,GBA,2001,Adventure,BAM! Entertainment,0.3,0.11,0.0,0.01,0.42
13749,Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,0.0,0.47,0.77,0.17,1.41
13750,Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.14,0.32,0.0,0.08,0.54
13751,Heroes of the Pacific,PS2,2005,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29
13752,Shenmue II,XB,2002,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.31
13753,Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.14,0.11,0.0,0.04,0.29
13754,Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,0.09,0.0,0.0,0.01,0.1
13755,Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14
13756,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19
13757,Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,0.08,0.02,0.0,0.0,0.1
13758,LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03
13759,Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0.0,0.0,0.03,0.0,0.03
13760,Carol Vorderman's Sudoku,PS2,2006,Puzzle,Xplosiv,0.0,0.23,0.0,0.05,0.28
13761,NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96
13762,NFL Blitz 20-02,GC,2002,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09
13763,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
13764,Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.2
13765,Rescue Heroes: Billy Blazes,GBA,2003,Action,Vivendi Games,0.06,0.02,0.0,0.0,0.08
13766,Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05
13767,Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11
13768,Detective Conan: Phantom Rhapsody,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
13769,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19
13770,Riding Spirits,PS2,2002,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26
13771,Wedding Planner: Dream Weddings Guaranteed,DS,2010,Simulation,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
13772,Buzz! Master Quiz,PSP,2008,Misc,Sony Computer Entertainment,0.2,0.44,0.0,0.23,0.87
13773,Saturn Bomberman,SAT,1996,Puzzle,Sega,0.0,0.0,0.15,0.0,0.15
13774,LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.3,0.0,0.13,0.9
13775,Classic Road,PS,1995,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07
13776,Transformers: Prime,WiiU,2012,Action,Activision,0.09,0.03,0.0,0.01,0.13
13777,Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,0.0,0.0,0.07,0.0,0.07
13778,Second Sight,GC,2004,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05
13779,Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.9
13780,Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.33,0.0,0.09,0.96
13781,XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive,0.36,0.23,0.0,0.05,0.64
13782,Spawn: Armageddon,XB,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.18
13783,25 to Life,PS2,2006,Shooter,Eidos Interactive,0.35,0.01,0.0,0.06,0.42
13784,Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07
13785,Street Sk8er,PS,1998,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.66
13786,Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios,0.14,0.02,0.0,0.01,0.17
13787,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0.0,0.0,0.12,0.0,0.12
13788,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0
13789,The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
13790,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Racing,Jaleco,0.0,0.0,0.05,0.0,0.05
13791,Meitantei Evangelion,PS2,2007,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02
13792,Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0.0,0.02,0.0,0.0,0.02
13793,428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0.0,0.0,0.02,0.0,0.02
13794,Captain Tsubasa,PS2,2006,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
13795,Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games,0.29,0.0,0.0,0.02,0.31
13796,Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06
13797,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0.0,0.0,0.27,0.0,0.27
13798,Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99
13799,Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06
13800,Virtual Pool 64,N64,1998,Sports,Crave Entertainment,0.08,0.02,0.0,0.0,0.1
13801,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13
13802,Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55
13803,Sega Superstars Tennis,Wii,2008,Sports,Sega,0.28,0.65,0.0,0.13,1.06
13804,High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0.0,0.0,0.12,0.0,0.12
13805,Mega Man Star Force 3: Black Ace / Red Joker,DS,2008,Action,Capcom,0.22,0.0,0.22,0.02,0.46
13806,Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
13807,Titanic Mystery,DS,2010,Puzzle,PlayV,0.05,0.02,0.0,0.01,0.08
13808,MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,Idea Factory International,0.02,0.03,0.05,0.01,0.11
13809,The X-Factor,X360,2010,Misc,Deep Silver,0.0,0.08,0.0,0.01,0.09
13810,SSX 3,GC,2003,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.38
13811,Ys VIII: Lacrimosa of Dana,PSV,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.09,0.0,0.09
13812,Sarah: Keeper of the Unicorn,DS,2009,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
13813,Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0.0,0.0,0.0,0.07
13814,Naruto Shippuden: Gekito Ninja Taisen! EX 2,Wii,2007,Fighting,Takara Tomy,0.0,0.0,0.09,0.0,0.09
13815,Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
13816,The Sum of All Fears,GBA,2002,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.04
13817,Shonen Jump's One Piece: Grand Adventure,GC,2006,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13818,SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment,0.0,0.84,0.0,0.25,1.09
13819,The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0.0,0.0,0.0,0.04
13820,The Crew,X360,2014,Racing,Ubisoft,0.06,0.18,0.0,0.02,0.26
13821,Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0.0,0.04,0.06,0.01,0.11
13822,Hitman Trilogy,PS2,2007,Action,Eidos Interactive,0.05,0.04,0.0,0.01,0.1
13823,NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1
13824,Grand Theft Auto IV,X360,2008,Action,Take-Two Interactive,6.76,3.1,0.14,1.03,11.03
13825,Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.05,0.02,0.0,0.01,0.08
13826,Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.07,0.0,0.07
13827,The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.2,0.34,0.0,0.13,0.67
13828,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62
13829,Super Dodgeball Brawlers (jp sales),DS,2008,Sports,Arc System Works,0.0,0.0,0.03,0.0,0.03
13830,Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35
13831,Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.18
13832,Olympic Soccer: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.03,0.02,0.0,0.0,0.05
13833,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79
13834,Hexyz Force,PSP,2009,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14
13835,Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
13836,Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24
13837,Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
13838,Pro Baseball Spirits 2015,PS3,2015,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
13839,Tomba!,PS,1997,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27
13840,Batman: Vengeance,GC,2001,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26
13841,Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
13842,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.75,0.05,0.8
13843,Skylanders: Trap Team,PS3,2014,Action,Activision,0.24,0.33,0.0,0.12,0.69
13844,Captain America: Super Soldier,X360,2011,Action,Sega,0.11,0.05,0.0,0.01,0.17
13845,Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06
13846,DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.23
13847,Last Escort: Club Katze,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
13848,Kiniro no Corda 3,PSP,2010,Adventure,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
13849,Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0.0,0.0,0.05
13850,Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03
13851,Blood Omen 2,PS2,2002,Action,Eidos Interactive,0.19,0.15,0.0,0.05,0.39
13852,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.62,0.11,0.0,0.07,0.8
13853,Backyard NBA Basketball,DS,2007,Sports,Atari,0.07,0.0,0.0,0.01,0.08
13854,All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08
13855,Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02
13856,Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.15
13857,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23
13858,Colin McRae Rally 04,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94
13859,Johnny Bazookatone,PS,1995,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05
13860,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23
13861,uDraw Studio,Wii,2010,Misc,THQ,1.67,0.58,0.0,0.2,2.45
13862,Farming Simulator 2012,3DS,2012,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14
13863,Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08
13864,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.23
13865,Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
13866,The Voice,WiiU,2014,Action,Activision,0.08,0.0,0.0,0.01,0.09
13867,Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24
13868,Cocoto Magic Circus,Wii,2008,Shooter,Neko Entertainment,0.02,0.0,0.0,0.0,0.02
13869,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
13870,Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31
13871,Mafia II,X360,2010,Action,Take-Two Interactive,0.84,0.56,0.0,0.15,1.55
13872,My Ballet Studio,Wii,2009,Simulation,505 Games,0.02,0.0,0.0,0.0,0.02
13873,Toukiden 2,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
13874,Reel Fishing,PS,1996,Sports,Natsume,0.99,0.13,0.1,0.04,1.26
13875,Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
13876,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.71
13877,Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,0.19
13878,18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02
13879,MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0.0,0.01,0.13
13880,Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0.0,0.01,0.12
13881,My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008,Misc,Ubisoft,0.07,0.01,0.0,0.01,0.09
13882,Spin Jam,PS,2000,Puzzle,Empire Interactive,0.17,0.12,0.0,0.02,0.31
13883,Paws & Claws: Pampered Pets,DS,2009,Simulation,THQ,0.35,0.0,0.0,0.03,0.38
13884,Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1
13885,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03
13886,Hamster Heroes,Wii,2008,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16
13887,Snood 2: On Vacation,GBA,2005,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
